id,text,clean_text,eng,author.id,word_count,tweet_without_stopwords,tweet_lemmatized,topic_match,topic_similarity,is_vegan
b'gAAAAABkk1REgakn_lBySr2M_isK2BjEOAIRwm_bHUL3JiAXZMTWs94TW7j9UR5La2v_CRq8I0GPDybXqY3pp3oPXRjq2ToqO3I8jitYODJX6ktjWEs0YxI=',"@ContangContango @ninastahr @c_lindner Die Ampel hat bereits zwei BAföG-Reformen auf den Weg gebracht und den Kreis der Berechtigten erweitert. Als nächstes muss die grundlegende Reform der Studienfinanzierung folgen, wie im Koalitionsvertrag vereinbart. Dazu gehört auch, das BAföG elternunabhängiger zu machen.",die ampel hat bereits zwei bafögreformen auf den weg gebracht und den kreis der berechtigten erweitert als nächstes muss die grundlegende reform der studienfinanzierung folgen wie im koalitionsvertrag vereinbart dazu gehört auch das bafög elternunabhängiger zu machen,the ampel has already brought two bafögreformen on the way and the circle of the entitled as next the basic reform of the study financing must follow as agreed in the coalition agreement to make the bafög more independent of parents,b'gAAAAABkk1RETBSKg6kEKUbG6c-vfCZKXqd3_qcwr2_Y5Qt5zuRFTq67RSexbo3w_EY4aH6dncj0iQYUO-8YsJtKEHLu8jTubQ==',41,ampel already brought two bafögreformen way circle entitled next basic reform study financing must follow agreed coalition agreement make bafög independent parents,ampel already brought two bafögreformen way circle entitled next basic reform study financing must follow agreed coalition agreement make bafög independent parent,3213,0.44999998807907104,False
b'gAAAAABkk1RECqdmf0eEdQAao9t1URq4tYaF24Iz6ulQYmIvafhb1fwDlHeFiFKtSYjDquI9v3ZbS-YJcAGRZtDzKLfLnzzgydyb2GC9sCL_ZfzUL8g4OgU=',"@FrederikVincent @nbachefkoch Glasklar schonmal garnicht,und blocking sowieso nicht. Das IST ein charge,jegliche Diskussiom darüber verbietet sich komplett. https://t.co/24FrLFW6Qn",glasklar schonmal garnichtund blocking sowieso nicht das ist ein chargejegliche diskussiom darüber verbietet sich komplett,crystal clear already not and blocking anyway not that is a charge any discussiom about it completely forbids,b'gAAAAABkk1REOWG5Bgk5ibj8I1cjj3_AhsPM1KdU9mcBmJB8fo4A6ZRwmeb0oN2sWtIy5hCx3MHhLC_4zjsErW07Asz_DvWyFg==',18,crystal clear already blocking anyway charge discussiom completely forbids,crystal clear already blocking anyway charge discussiom completely forbids,1672,0.4300000071525574,False
b'gAAAAABkk1REV_S5CHzjaWzVrs2sysm_97gIAp3Gy9ep_cRR5b3HouHJ7vEZUpD2idpRrHaOaS1ml8ov4oZOlcAewOEBjebqyJZUZDkxJW_3wbA3cLt632A=',"@Pa1n09 Fließend Wasser und Strom habt ihr aber schon, oder? 😜 Ich bin ursprünglich Dorfkind und darf daher dumme Sprüche dieser Art ablassen. 😁",fließend wasser und strom habt ihr aber schon oder ich bin ursprünglich dorfkind und darf daher dumme sprüche dieser art ablassen,flowing water and stream you have but already or i am originally village child and therefore may let off stupid sayings of this kind,b'gAAAAABkk1REqBUGy0yR7pKBmJUjJY3XS6YhrOMFvW9Tcg6NYzRr1BxH3vavMA7t_g5pgh9FnNKD2fZ_5DnNpoZJi7hCqMbk9Q==',24,flowing water stream already originally village child therefore may let stupid sayings kind,flowing water stream already originally village child therefore may let stupid saying kind,163,0.5299999713897705,False
b'gAAAAABkk1RE6qFLmQTtaqA72HFv4vLQCogSBrZKLZhl1m8eQ9IyFWrjMu6807l6g3gtgHoU79yXFNIwKeLwxQvHQMU8BxN9CwvRYl4ap0737X6yrpAamK8=',"Tja Söderchen aber alleine kannst das nicht machen, es gibt keine Mehrheit im Bundestag für dein Vorhaben. https://t.co/80oisMZSjr",tja söderchen aber alleine kannst das nicht machen es gibt keine mehrheit im bundestag für dein vorhaben,tja soderchen but alone can't do that there's no majority in the federal day for your project,b'gAAAAABkk1REeqawdPXKq0I265P9RF-EU2NklL23cq_7_xXkvoXupNCn_zy8rJG7Wc3npE_CUe-0anKBVAyD-EXwi_LDlVprCMCA6Ojbg5rkV7YvBZmlM9U=',17,tja soderchen alone can't there's majority federal day project,tja soderchen alone can't there's majority federal day project,1169,0.4300000071525574,False
b'gAAAAABkk1RE8yw_UABdoeYKAzgli1Xn7a_MOgj74HIgjF1qmMUze8c-Kb79yycbu2Wg8-AQCOu_tdUntWtXpmPnH6o9dNl9vGZ0s_QQCC1Pr51CqQ6Wx9I=',@AufstandLastGen wow doch so viele und ist das die Zustimmung von der man immer spricht,wow doch so viele und ist das die zustimmung von der man immer spricht,wow so many and is that the agreeable one always speaks of,b'gAAAAABkk1RE-EduAgPUBH37WVZWELnL1BRvPPqu42b0kLAu4ZIJnNrw9vqiZHCCpZDIL_WFB0BrpXHQNvy8slk3cBavVX0UJIGRTkryjtujBjQ2OQ8KxXw=',12,wow many agreeable one always speaks,wow many agreeable one always speaks,1651,0.5099999904632568,False
b'gAAAAABkk1RE5lRp8KxISZEKkyAzxydf2bFsFWFFv4q_MdeVfb0fhK48R-PngHUrueVWFft7OtSAcRO2xUeSadFzLCkT7LdvIctOWfbJTMMgYhED1XxJB7U=',"https://t.co/9m1rI3HYPr\n""Rot-Gelb-Grün fährt voll gegen die Wand. Doch die Liberalen von Parteichef Christian Lindner wollen bei der Geisterfahrt gegen die Interessen der Bürger weiter im Bremserhäuschen sitzen."" Am Ende wird man die #FDP verantwortlich machen. #Klaro\n#Lindner",fährt voll gegen die wand doch die liberalen von parteichef christian lindner wollen bei der geisterfahrt gegen die interessen der bürger weiter im bremserhäuschen sitzen am ende wird man die fdp verantwortlich machen klarolindner,rides full against the wall but the liberals of party chief christian lindner want to sit at the end of the ghost ride against the interests of the citizens will blame the fdp clearolindner,b'gAAAAABkk1RE4v5U2Xwd4m2-FJPZ9jQTNU-IRqHHh21TvrMHOM3pMCdzr7n_x0DweuLvvC5GiARfCMG8yPYooVacOy8wMWCdCQ==',34,rides full wall liberals party chief christian lindner want sit end ghost ride interests citizens blame fdp clearolindner,ride full wall liberal party chief christian lindner want sit end ghost ride interest citizen blame fdp clearolindner,1169,0.4099999964237213,False
b'gAAAAABkk1REtZcWaWJ89n6GJ0r2fwjsR4k7Fv5fuQnwSeb547VycpEf0cpSFVQmIdsF853dDN1lO91bD7OEaKEqcD7TlLbkEAa08xcE482cPdQgh5Xs_70=',@Timexpocoro Da gibt's doch was von Ratiopharm ... https://t.co/qKpYz5mRiB,da gibts doch was von ratiopharm,there's something from ratiopharm,b'gAAAAABkk1REyxPFiZauogV2YLt74XJ3YSai0OCV7YX-Xta89Ml8--Uj2qnbdCM0HXoC6bq-fce5GwvxbAKAdY97YgKUD1wbsxLKqt8YoAGRoujDYm12HOc=',4,there's something ratiopharm,there's something ratiopharm,1516,0.3700000047683716,False
b'gAAAAABkk1REieADjrG9UKdC4OK0OKTXRkumEM8xR8Q_1MKn1M9saHj648yyU9LBqiTtu1ZS5q-q7HEi5eHkzTrFyjlMwLxftdl78aO7xrHC09R32qC8i60=',@Babsi58089 Wünsche dir eine erholsame Nachtruhe liebe Babsi 🌟💫🌟💫🌟,wünsche dir eine erholsame nachtruhe liebe babsi,wish you a relaxing night's rest dear babsi,b'gAAAAABkk1REcAutwnQGDf_qEreU84uY42ynnuAGoSHE4oXQiq79kf8aHinWrlyIJKWTjcUrVwC_t3SP3HwZ0I7luj2573levKf9iuz9Dxyr18RLX1lw8nI=',8,wish relaxing night's rest dear babsi,wish relaxing night's rest dear babsi,15,0.550000011920929,False
b'gAAAAABkk1REQNkOV8YSnJJFEcV1tMKe_rhu82ATWzE7tuypStfIlttrQvAzBkU5NvaIB7u2gsDAt6OHdfQjTiiIGbHwMuYmtxMFfTLAZqoYN1-dH0CW92s=',"@Alex_mir_doch Da bist du anders drauf als ich, ich hab auch bei meinen Hamstern Rotz und Wasser geheult und die haben ne Lebenserwartung von 2 Jahren 🥲😅",da bist du anders drauf als ich ich hab auch bei meinen hamstern rotz und wasser geheult und die haben ne lebenserwartung von jahren,you're different than i used to cry with my hamsters red and water and they have a life expectancy of years,b'gAAAAABkk1REIELm9T_DUgmmfeYzjTDZmOgQj91oSAwfcK3U2aStIjZG5rVBleECNfnGkqM4LXgwjlo5648EeIKszTKpAV4OXl0-kEgs2gFiIiaY8UPZiUE=',21,different used cry hamsters red water life expectancy years,different used cry hamster red water life expectancy year,2081,0.4399999976158142,False
b'gAAAAABkk1REhY9TcOrEkaKqpvu2HJLb1lpHQkXqH2LC6f-NM7YqB-fi-J7MwI2wXpzoUZzFcxuaHi6KcqGKnTceVg5nJuTk3pPjIhlqHxqBblxWwLbhE-g=',"Blockfreiheit, Neutralität &amp; künftige Einhaltung der 3 nichtnuklearen Prinzipien.",blockfreiheit neutralität amp künftige einhaltung der nichtnuklearen prinzipien,freedom of block neutrality amp future adherence to non-nuclear principles,b'gAAAAABkk1REF6Mi6Jd3iew98QkncmkiTyn2W9PoED08ppc86QsMwpqDMEr47Lia0CLsstAVwr0ECcAYkTEaMrzyerG3n5pmCMUWFi1J6bpDuc13RDKEGms=',10,freedom block neutrality amp future adherence non-nuclear principles,freedom block neutrality amp future adherence non-nuclear principle,103,0.3400000035762787,False
b'gAAAAABkk1REXnbiEmTC30MHXv6fJmLkSpmmFPqIFSewe46DCRetOxdB9GuTxkYtOWk2Lwbu0_-PnS1keIpOH4vtqXGCbO5Ar2rG25B9farf0pj7xbuUMmc=',"@katjadoerner Ihr habt verloren! Obwohl der links/grüne ÖR permanent Werbung für euer Unterfangen Werbung gemacht hat, habt ihr es nicht geschafft, die Berliner zu überzeugen! Herrlich!👍 \n.. und jetzt noch #GrueneSekte #GrueneRausausdenParlamenten \n#berlin2030klimaneutral",ihr habt verloren obwohl der linksgrüne ör permanent werbung für euer unterfangen werbung gemacht hat habt ihr es nicht geschafft die berliner zu überzeugen herrlich und jetzt noch gruenesekte gruenerausausdenparlamenten berlinklimaneutral,you have lost even though the left-green ör has made permanent advertising for your undertaking advertising you have not managed to convince the berliners gorgeous and now still greeneseekte greenerausdenparlaments berlinclimateneutral,b'gAAAAABkk1REJmvTxM9d6OZDI4zK8E-k7gETCPzn_NWrBqq-J2zqhRSjEo15BO7tOYFIkkg-Y-qDQuLhXcdTRdIdBQFjWpZvxc0vwE8IbOINZ-uKLYXA4iI=',31,lost even though left-green ör made permanent advertising undertaking advertising managed convince berliners gorgeous still greeneseekte greenerausdenparlaments berlinclimateneutral,lost even though left-green ör made permanent advertising undertaking advertising managed convince berliner gorgeous still greeneseekte greenerausdenparlaments berlinclimateneutral,3562,0.5,False
b'gAAAAABkk1REV6857ex9cCdTNbmsupDpwIo1ixlMV27qyxMYoyDFXnLLpHj_PDiz5HsO9SKDOVzef8EYJQO0dkN6CNcGUkx9xefkIP4UHkkwykal3jpdWZo=',@iddleznarf j@@@@ mit flori backstagebereich und allem zipp und zapp,j mit flori backstagebereich und allem zipp und zapp,j with flori backstage area and all zip and zapp,b'gAAAAABkk1REMbV7-pahiGTEw4xNLoqFBxkYL7jv6rykSa0uv307DYO2iPCNTUNVCPvm8LvsN2CNUhPReuA1jtqNMNhAssg81T7FujR_dqy0WAENyEfH5as=',10,j flori backstage area zip zapp,j flori backstage area zip zapp,1793,0.47999998927116394,False
b'gAAAAABkk1REEAFuq2StYrpnBuGlxaIfgSN5nJLMs0ldU-XG3htewQV4BRERcEbVQrbN62LDn6trvpJXB8qNORdrp-TWpZYvyIYMRPyE3tApQmQGAcxAu1k=',@xlionmadex huch du hast Twitter Blue?\nBrauchst du eine bestimmte Funktion?,huch du hast twitter bluebrauchst du eine bestimmte funktion,huch you have twitter blueyou need a certain function,b'gAAAAABkk1REyrOPZcZ_P1uAcVuDSZHPvMsFh9PBVbtpMESBmjmpQPLxYR1-6oSmkV_mxMc2Kp8Q3qTK13LhufrmUcYhiB51dg==',9,huch twitter blueyou need certain function,huch twitter blueyou need certain function,1408,0.6399999856948853,False
b'gAAAAABkk1REoPw9QrZsqO-TPNN5z1KEDHaodXPprk3CfcN1a6S5RvNHuGkXYjobhFGDFHUTP80x6EvmCXjoF6ZygUWEzVGw3BqTsHmkWl63AFM7V0ZiyxU=',"@herthalads Ach @Wincent_Weiss, man ghostet nicht!1!!!11!",ach man ghostet nicht,ach man ghostt not,b'gAAAAABkk1REOppQBjINx1sVr8eA5ltbWdnDwYiiqzABmiPrCgba2efMhHufj6ByEkcSME5Dyg8ZHJWuGfkSlO20q4PcgEnQQg==',4,ach man ghostt,ach man ghostt,2361,0.6399999856948853,False
b'gAAAAABkk1RE2RviGDyHmFsXRyZCGFitAkRU9HS0vVHtL6lPCTgwwBAcc43zFhelh4r-F7uD4P5iQI_cDispBQc83ME5fQbn5FN7IwP0T9GMJue9YIeswrM=',1. Bundesliga: Augsburg und Stuttgart unentschieden https://t.co/jKOW1AKWDO via @RedaktionNews,bundesliga augsburg und stuttgart unentschieden via,bundesliga augsburg and stuttgart draw via,b'gAAAAABkk1REiSQghX8QWVnxlnV77uNumzHgLIVChhaX2HxZ0UJnDzoYTKnngCNPZKN_r0taslJRky7SWAe9RIA1kFlfFX9Se9p2sz01bF1tz4JswBW1QeM=',6,bundesliga augsburg stuttgart draw via,bundesliga augsburg stuttgart draw via,1696,0.5699999928474426,False
b'gAAAAABkk1REaUBN-q_iSJ4ExyUb1s2YQukjSGtDftTae8lQKuvks-AEJ97PiYRcaAnVH9pUSjCLrW_YggFLLs8YquAgNHHFJPe1KtmTC9m1uPHA5ZpW1tM=',"@Barbar_aber Ja, ich erinnere mich. Gut, dass der alte Zusteller wieder da ist",ja ich erinnere mich gut dass der alte zusteller wieder da ist,yes i remember well that the old feeder is back,b'gAAAAABkk1RE9y7IJ6JLgBI5Audfso4y9SslC01AvgXBG4ZCfSZlN_S4Eg1MaMPifVFhju5kaF0qO8u4C5D54BHJ0ed5avkMiQ==',10,yes remember well old feeder back,yes remember well old feeder back,910,0.47999998927116394,False
b'gAAAAABkk1REPEuChfEn3wlkmoW992V24zdLD6HkFq95pYecLIwD0oimfTGzMbah4_kIn9RhiD0z-aDHMYDthSt3i54JhdxPb-tR8xLsM4AOwLpbF-Z4uj0=',Das der Tag gestern zu gut war hätte ich eigentlich wissen müssen …. Seit heute früh Krämpfe und mäh Laune… will Feierabend 😫 Tee / Schoki und Bett 🥺 bitte,das der tag gestern zu gut war hätte ich eigentlich wissen müssen … seit heute früh krämpfe und mäh laune… will feierabend tee schoki und bett bitte,that the day yesterday was too good i should have known... since this morning spasms and mow laune... will party tea schoki and bed please,b'gAAAAABkk1REHj317WqvZqomzZoZUOXEJ4xgICVHLKJCDZKYfWRraW9XQuZPwu3UfNcBanBWxNx5E5i4VWl7bvFRs6vnWTx7PQ==',25,day yesterday good known... since morning spasms mow laune... party tea schoki bed please,day yesterday good known... since morning spasm mow laune... party tea schoki bed please,40,0.5699999928474426,False
b'gAAAAABkk1REF5uO6ItdeTa5odnneJ5kMZuhC4Zo53KlURvqY0gkdFCs2ZQBIqPxEIOGWQuaIINm4xLN-z90MDnvPhwAZORldag3RnqUaeu8IaqhTCq0bYE=',@spielbeobachter Ich weiß nicht. Mein Gefühl sagt: Beides ist zwingend möglich!,ich weiß nicht mein gefühl sagt beides ist zwingend möglich,i don't know my feeling says both is mandatory,b'gAAAAABkk1REPvBnmWgURp0zK2rTGy1tM44Q2A64iYYoU4_Lf695mtNrpjYF-6Vq4T7D3Vc7VSlze2LxLII3D1844618icRKiw==',9,know feeling says mandatory,know feeling say mandatory,1501,0.5199999809265137,False
b'gAAAAABkk1REN_DzUUaBOPmDqOJpeYGcZeb5Rq23V32--JE2qoEZpLuJ2v0o003UtusA99EoBgqHCKM5ETuWfS_3xRWXekRQ_dr7HI9WR_gCItt38MO6mJo=',@_frau_sein Mach mir Gedanken diesbezüglich 😁🤔,mach mir gedanken diesbezüglich,make me think about this,b'gAAAAABkk1REi_AuvbQRp6hd-wKR-4AT7YjB4LOIiwRLhkNvY4HwsneTDXPme3OPjbbNnfdvg9d6H4_lP0WcGS3WBRnd-PRSBg==',5,make think,make think,2579,0.8299999833106995,False
b'gAAAAABkk1REPP3c4UwQFBUWNvBPH0jqMA_xJULN8isLGukHkQMLT1OAnwkRp01MForBdOE3LBCDI2ERCfQoGT6w5JkUQ2ViIo9YjuJTGc-hbXj8DgEi4Yg=',@zodiac1978 Alles Gute zum Geburtstag! 🎂,alles gute zum geburtstag,all good for birthday,b'gAAAAABkk1REGfZb8l5IHzPZ_pzSY7-M1nBqfoSIn-0KguyqJ3yEM2c26EUARg0AGEEdHqSFPgD4eyXBpHdPEJ67767eaVsdJg==',4,good birthday,good birthday,52,0.8299999833106995,False
b'gAAAAABkk1REl2Ery9f7EVDqab2DgDHxlb2rdT56uRjsp5E7hT7wdmPPAuqffMGAKetHcra7iwlDWgNbYuByPMHPcmot6YzWLJXskR0yv43VIvAG3pnqRbM=',"@Marvin_X Im Übrigen\nBefürworter von weiteren Waffen,mit Ukraine Fähnchen in ihren Profilen,Stand with Ukraine und Slavia Ukraine Schreier,melden sich bitte sofort bei der ukrainischen Botschaft und lassen sich zur Front einziehen. Wer das eine will, muss das andere auch mögen. Auf geht's!",im übrigenbefürworter von weiteren waffenmit ukraine fähnchen in ihren profilenstand with ukraine und slavia ukraine schreiermelden sich bitte sofort bei der ukrainischen botschaft und lassen sich zur front einziehen wer das eine will muss das andere auch mögen auf gehts,"by the way, supporters of further weapons with ukrainian flags in their profile stand with ukrainian and slavia ukrainian screamers please immediately report to the ukrainian message and let yourself be moved to the front who wants one must also like the other on the go",b'gAAAAABkk1REZHdJJW9xgw2j1sWJw-450JazQeGkwYGb4r3hAM0w9sCZgFGQ2R4CoA6rl8KnbLKCTrS5SafbgXGC9LbmsWfuSA==',46,"way, supporters weapons ukrainian flags profile stand ukrainian slavia ukrainian screamers please immediately report ukrainian message let moved front wants one must also like go","way, supporter weapon ukrainian flag profile stand ukrainian slavia ukrainian screamer please immediately report ukrainian message let moved front want one must also like go",89,0.6100000143051147,False
b'gAAAAABkk1RE1jiymiY5DYHE_c2JfnaIE9E4t7D5Gq3esQjuMeZFkwKXlRwiMcQwri3L5mFOq7fREjzBPF8Rojg4Fz_1GQtzmuHGsyVk6Td3Eya32pJbg0o=',@mortalhope1 @heritage_lost @je_saar Das ist aber auch das einzige was sie können,das ist aber auch das einzige was sie können,but that's also the only thing they can do,b'gAAAAABkk1REgsTQ-HmfwYI0zwX5ztcmjbSJvWAASmeq-m0luh7S8T3oRfX06LevjkIegAw6hX0d8pcd5Va-j9p4hpE66rCQ3KYBHcCfBgPU1hij4L0_Boc=',9,that's also thing,that's also thing,1440,0.46000000834465027,False
b'gAAAAABkk1RE1HjRH_lxiqhSgTHsfMbItFDkHoXs2_2nPuDN4N1RLDIemwuYObtYVpew-IM1rp1WVz_TRRIZ5b9DBSMytHlNFQf4duEMX5Fjbes5v0v4Lzw=',Gelbe Karte für Pavard. Er ist gegen Mainz gesperrt. #MiaSanMia #FCBTSG,gelbe karte für pavard er ist gegen mainz gesperrt miasanmia fcbtsg,yellow card for pavard he is locked against mainz miasanmia fcbtsg,b'gAAAAABkk1REueNxD9BE0-4OtQDASSBv_EoBWSDBfdPoqQvkPkqCPai_AABqu_RADZNc-PDDZBRl7RY1HtELvEmZVJbjgPLnAizyeDQSnDOrkphZ9UgH0LE=',11,yellow card pavard locked mainz miasanmia fcbtsg,yellow card pavard locked mainz miasanmia fcbtsg,1837,0.47999998927116394,False
b'gAAAAABkk1RESG3zN1brs2KJr1UUk7dpmXckDKuzKVl58foCZ2c5e9v9kcxRwloCWpwWZwTmr7lR3qchOn_okPUlHim1gJqm9wMyp3WWD5ZsbRiq8JMynPU=',was für ein goiler spieltag! https://t.co/XL8mLRUQsm,was für ein goiler spieltag,what a goiler playingag,b'gAAAAABkk1REkWJ8M9Z_nX00da6g2c6UcTaGpgUTcvnz-z9lz2P0uJFfXI4Pyt_upUoFnxrdgEeocVjbfFHhzElPBfkvWIONXA==',4,goiler playingag,goiler playingag,1412,0.5,False
b'gAAAAABkk1REegVkA9BwJvkLhp57yNUzBOyw15KX5lmg7ftzkHr26X4pcdEshroUdviAqZJIHNpPdpLVzZBqp_sv-IhDfVkdRfGvuUQVeTHnrlm3EjrNU0k=',@rbb24 Irgendwie abgefahren: ein Katastrophenbetrieb berichtet über einen anderen Katastrophenbetrieb.\nApropos:\nEs ist Ferienzeit; wie viele Führungskräfte des RBB sind auf Kosten der Beitragszahler in San Francisco oder Tokio?,irgendwie abgefahren ein katastrophenbetrieb berichtet über einen anderen katastrophenbetriebaproposes ist ferienzeit wie viele führungskräfte des rbb sind auf kosten der beitragszahler in san francisco oder tokio,somehow a disaster operation reported about another disaster operation proposes is holiday time how many executives of rbb are at the expense of contributors in san francisco or tokio,b'gAAAAABkk1RE2nLoO4bO0AmxKXYN-8EuSEqnBZdqkJkl7Mi3B8IbxQTySpt8IT4JGVNKBgMizMQTzzjZWmS03fd2A_iKoJhEbw==',29,somehow disaster operation reported another disaster operation proposes holiday time many executives rbb expense contributors san francisco tokio,somehow disaster operation reported another disaster operation proposes holiday time many executive rbb expense contributor san francisco tokio,3670,0.4000000059604645,False
b'gAAAAABkk1REE3fjRcCmwIAerTTdUupay-YghScdYq4HvyuvnYDbFDIMF12PEwgMgOLXpKJD3XRlwCtFjvLZ7eh4BdvJHqFKTlg-LZ_qadcyJh44unavo90=',"#Wehrpflicht\n\nSpätestens mit Russlands Überfall auf die Ukraine hat sich das Stimmungsbild in der Bundesrepublik gedreht, eine Mehrheit würde nunmehr eine Wiedereinführung der Wehrpflicht befürworten.",wehrpflichtspätestens mit russlands überfall auf die ukraine hat sich das stimmungsbild in der bundesrepublik gedreht eine mehrheit würde nunmehr eine wiedereinführung der wehrpflicht befürworten,military service at the latest with russia's attack on ukraine has turned the mood in the federal republic a majority would now advocate a reintroduction of military duty,b'gAAAAABkk1REIMNRpOJGkEmKCnV9w4spzVThU0ghPxUl5Pj0pholipxeZ02Tw8mvtUGS0Qcg3l0V5WaTvQKpddoiY3R6tvuC1rF-B87AZJxm5Rgb7XLqa54=',28,military service latest russia's attack ukraine turned mood federal republic majority would advocate reintroduction military duty,military service latest russia's attack ukraine turned mood federal republic majority would advocate reintroduction military duty,89,0.6100000143051147,False
b'gAAAAABkk1REg3ENhYLe_WPW89EISOf0WovooQz-pZ26skF3ElBkuW2D829kPzOseKcA8f3ONn6kv3UpER0Z73mdRYsdyuIdIVgKAeoG07iQUGKS6ole9AU=',@novred @RaphaelThelen Und wie oft bist du in Urlaub geflogen?,und wie oft bist du in urlaub geflogen,and how often did you fly on vacation,b'gAAAAABkk1REFPidzelm8-e3njoLx12-S04C0zr-mdlYotq4z8NDTH39Y4eXaz6RCvrP_MqX2PhcuDbJzdTgaT7MCZOW34zhqqWNn-Ky2wHJzAxr_8W8n1Y=',8,often fly vacation,often fly vacation,1341,0.6899999976158142,False
b'gAAAAABkk1RECLJVYxyM6oZ1LdTYwF0plE5YWEMsMLvMuWHZOHdY5sQwv1NFxTAEpS1bPEyWnEqvLRuAPrwL_e89Alulywr94mxqveRVd4FZS-kfzXvi8DU=',@lange_tobias_hh Quatsch. Noch nie mein Abizeugnis der Bewerbung beigelegt.,quatsch noch nie mein abizeugnis der bewerbung beigelegt,talk never my certificate of application enclosed,b'gAAAAABkk1REWn1dTKtYDiXmu6gh461ZnkyjTOVwe1C7jJu4I08QsGP2Par079F-NRtP3ugDMMbo3VLr4DTZSs6wbSGktKNOxHbdiZah81e48eYxTdUf7XA=',7,talk never certificate application enclosed,talk never certificate application enclosed,710,0.3700000047683716,False
b'gAAAAABkk1RE-Go36CzISWAeyAr-Mn7CCqy4yNRgn6-IUXFV8Onr0vu-zOZqcXvmxMjANVuxYysu6bp3xfKZhAdQ3POy6lR4_bgdndGWcdjwezAR9tt1-g8=',@thuljac Grüße nach Wannsee. :),grüße nach wannsee,greetings to when lake,b'gAAAAABkk1REG6WRAJn-sAcX4KJfxt8gO9vDmtLmhQx6bvrM6hdFSKOh_RS5-YUK2NRaotifR9F1SiyO5ElebyhH_2YTdeckk_epVFxgKhZdTPf3UI53QMM=',4,greetings lake,greeting lake,652,0.5799999833106995,False
b'gAAAAABkk1REVKuVpeSezVG6RY2hZuaS04709tZMMdmIKxEG7ZOJGVgcP_RWul5WCE44Sfgdvf_0-qIrlo5dbj52Iy2zitO6k1ZyiUnbMWiEf8FQPZrrdd4=',"@Don_Timbo Na gut, du darfst mal ran - aber wehe du erzählst das rum.",na gut du darfst mal ran aber wehe du erzählst das rum,"all right, you're allowed to pick it up, but woe you tell it around",b'gAAAAABkk1RECkcM0D-hjsUeNLx3HDSCNIRRD814jRo3WPZIaFS2O8NCO3nCrpOBVd9MMyXodwzVHRgelzp-WySzbf7mFQZkkw==',14,"right, allowed pick up, woe tell around","right, allowed pick up, woe tell around",3345,0.6000000238418579,False
b'gAAAAABkk1REj_oJK7DrhCOvXXTTPKVgQUXF7QnfB9uVg9U2i9rb5Xt75e-MN_zsc11ilIVF9biRdDJ4a_FZqebbfLGwubHYVrWTBfo4FG4M_cvYBF3khBM=',"@Roll1n_Loud @7pac__ Ja natürlich, sogar rt kann ich.",ja natürlich sogar rt kann ich,yes of course even rt i can,b'gAAAAABkk1REMtRd8AMIKex2B9pkBYDvZzYYbV3GH_HqVaYkBsXjwos4-0inyD-I_BKf9geV8IwOlt3aWNunvRVVj1XcHfeqwjQxYpOuwhkxb9kUYN7cHCk=',7,yes course even rt,yes course even rt,1558,0.75,False
b'gAAAAABkk1REgT73cIhdpcTyAaqvH6r5-NzjWaGhm0xwoGKUMXBdf-B9rPv-zzATdpmzPqzV49WaNHFyXpWfCyOLN1qJ7N3ImhadXZow4vigGvgUYSOWGGo=',"Für konsequente Trennung von Staat &amp; #Kirche:\n\n👉Abschaffung Sonderarbeitsrecht für Kirchenbesch.\n👉Ethik- statt Religionsunterricht\n👉 Ablösung Staatsleistungen\n👉 Kirchenbeiträge nicht von Staat,sondern Kirchen einziehen\n\n...und ja, das #Tanzverbot an #Karfreitag kann weg 🤷🏼‍♂️",für konsequente trennung von staat amp kircheabschaffung sonderarbeitsrecht für kirchenbeschethik statt religionsunterricht ablösung staatsleistungen kirchenbeiträge nicht von staatsondern kirchen einziehenund ja das tanzverbot an karfreitag kann weg,for consistent separation of state amp church abolition special labour law for churchbeschethik instead of religious instruction replacement state services church contributions do not move from state special churches and yes the dance ban on charity can go away,b'gAAAAABkk1REkXacsJhJtC07qdnWE_MWMfkdWPHIfj__GrC1zlbNA1_BKUQVipeQB-JEbiO3DwZB-7TDcMMFqjQ-qrVEPBoU4g==',39,consistent separation state amp church abolition special labour law churchbeschethik instead religious instruction replacement state services church contributions move state special churches yes dance ban charity go away,consistent separation state amp church abolition special labour law churchbeschethik instead religious instruction replacement state service church contribution move state special church yes dance ban charity go away,3675,0.5600000023841858,False
b'gAAAAABkk1RElSLxT3acYjf1J0Npllzv_nJ5WwBCg954bVz7ZaX2L3r8E2pV_B4LSVH-fLubr0lILb4E4StSF7XsJNqLMVaOY1KZ70tec7DbyBgKezq275g=',#M46 S+U Zoologischer Garten hat 10 Minuten Verspätung https://t.co/FEsXfh9Fz7 #BVG 5:06 17.4.23,m su zoologischer garten hat minuten verspätung bvg,m su zoologischer garden has minute delay bvg,b'gAAAAABkk1REpOzstYMIw8eQ1-Dx-3IyG3K5Yw1a_l7qOJSob4wv18-2R2j7rPNXwzEtKrYSgBaLbbzqKeAbC02hwgi0-0axuSlzuT-WtM4IO3wxh8KnL1M=',8,su zoologischer garden minute delay bvg,su zoologischer garden minute delay bvg,3457,0.4699999988079071,False
