id,text,clean_text,eng
b'gAAAAABkk1RFnY1pz-4OzWQ28FBaB7EV_ImwWiPqsl4qWk6zO0PLspCo5IsfsjkPahr94fsblq8US0swOrEmisTqHRZanJOxWIElm5Q-cxeaVJOZS6RK9G4=',@Schennifaaaa Daumen sind fest gedrückt!,daumen sind fest gedrückt,thumbs are pressed firmly
b'gAAAAABkk1RFyy5-9yVwCrkYPmSMOVxzz0Bn-gRvKtLk0xNryI1Wd1vSQ_CKhmHTqLuMq0AcIdkZRgZVNUV1-KTNCj49e1PBzvfNfYJtDp38PK8nNH_VtT0=',"@Mirakulixa 👋 Ging mir lange Zeit so.\nWeiß inzwischen, der Gatte halt andere Strukturen aufrecht als ich und zusammen decken wir das meiste ab.",ging mir lange zeit soweiß inzwischen der gatte halt andere strukturen aufrecht als ich und zusammen decken wir das meiste ab,went to me for a long time sowhite meanwhile the gatte halt other structures upright than me and together we cover most of the
b'gAAAAABkk1RFdWe9FLeQjhb7MjUwEwVHE-Vlbc3KMOES5BGis2cW7YzNd9dGE8Zf5MRP5i3EvCircc7pS31d1Ghv5Ifx6Tjtj66mgW2nj_6ZfBj_bxio2DM=',@GuillaumeTell16 @godwins_q Sind die schön!,sind die schön,are the beautiful
b'gAAAAABkk1RFazWpocDCD2rD_pdxscsCWSCS2y6HOWm7h483O2OIq7uXteraZ0UOHLTHEUW0SZHwrudVMdrC_2-Y-U9tdvyubwshMKteScGNIHoDmPVZVao=',Blog: Nach Amerika in den wilden Westen auswandern… https://t.co/g069F7MpCm,blog nach amerika in den wilden westen auswandern…,blog to emigrate to America in the wild west...
b'gAAAAABkk1RFzZAebK6Wt_9ik0LwyYEQ6B25mf6K3c5Fs_H8SIpMtAasZ8UxMFaAKu5I2kDXm0hWfHU8N4xrrJck2EG6V4ujfcDebdleHWCshf5FBlwPPHU=',@ProfessorCrey Das ist bei mir sehr stark Uhrzeitabhängig ob ich jemand mag oder nicht https://t.co/3DFEkOdzFZ,das ist bei mir sehr stark uhrzeitabhängig ob ich jemand mag oder nicht,that's very much time dependent on me if I like someone or not
b'gAAAAABkk1RFZ9MZSKfWKdbVjsTZrWVEHV39jpdqQpEZIxdn5B2DKKhO3uR73hScVJda156XOawkXWfwpDn76WzsfOYP108C3YU4qr3GToCLyr83cL-s0iw=',"@Accusatio_M Ja, ist gut jetzt.",ja ist gut jetzt,yes is good now
b'gAAAAABkk1RFeQbgdRmt6IU6PyvVTrESwOKypdBN0M1eSxrSffOIf6AP7u20gnL2vd95eSNtuC0vlgGNVdjslOc2_OWMj_iP5lLtWsYuDB50UbglpnxcpSM=',"@davidnoack Achso, der Grund ist der wirtschaftliche Niedergang, nicht die Negierung der Ukrainischen Identität. Alles klar. Deswegen wird die ""Ukrainskaja"" in ""Sowjetskaja"" umbenannt - wegen Wohlstand,ok 🤡",achso der grund ist der wirtschaftliche niedergang nicht die negierung der ukrainischen identität alles klar deswegen wird die ukrainskaja in sowjetskaja umbenannt wegen wohlstandok,achso the reason the economic decline is not the negation of Ukrainian identity all clearly because of which the ukrainskaya is renamed to sovjetskaya because of well-standok
b'gAAAAABkk1RFr4W4xNLB6TGg3DkcaPViMtx30Zenqp01MhXG8ODbt0HF7TkdI_v4DgeNwndRkON-HnfV8zmG9xPgy_W2vULueyQO5qjP8FR74sy29fRNesw=',@groger_haf User denkt bereits über die Anschaffung von 1 Sechfuffzig nach... https://t.co/mv8RhwRjjb,user denkt bereits über die anschaffung von sechfuffzig nach,user already thinks about the acquisition of six-fuffy
b'gAAAAABkk1RFdI7VCG4OGxT8lD6etTUSsTKaoxaCjDUcw-mcsGiCznTjoOYuLIcutkyPPVW3ZlGBUGSLzlMMtHleEUmyFYTC1slva-kD758fgyuH7O_0DvA=',@bodensee01 Danke,danke,Thank you
b'gAAAAABkk1RFuiK_C6Ud-OBF9HYx3pK7GmuGMO7uOBhsQmoD55lEczBUDMdXOi47L0n6N2DW57zgW14kIiWAU7wv7XEB5L8KGNmByYcHo39hgtO2S8vFhrg=',@DerAgentourist @Juratherapeut Ich danke euch allen 🥰❤️💋,ich danke euch allen,I thank all of you
b'gAAAAABkk1RFuhFGzJwJu3Cut4KREeGbkS9gx_aSZMHRjJL7h2PD_2CVaZP2GBv4rrh9hiQs6OW7Cxlv6VnL8d8awWPhgR6FZtpoXRwyavJlrdh8cQxHmP8=',Wohnungsbrand in Prenzlauer Berg – ein Toter https://t.co/KmTF3KMbxj https://t.co/eLojgXatae,wohnungsbrand in prenzlauer berg – ein toter,apartment fire in Prenzlauer mountain – a dead
b'gAAAAABkk1RFU3hSzEKI9bcgBbRD6LWEKviWACsyJlkwfvrzoFCzruSUaqxzcVNA1uDJPHqQeIeq-_isc7iJcU_R0XMM9plpg0J1KTk1SBzX-Z2HVy2jNbc=',"So, es regnet. Dann bleibe ich lieber auf dem Sofa und chille https://t.co/gfH2LKmm22",so es regnet dann bleibe ich lieber auf dem sofa und chille,so it rains then I prefer to stay on the sofa and chill
b'gAAAAABkk1RFdiSXk3h3DmrqmbmwLRyAT5ZLn4gLd1Cmm0OCJ3Jypp-ykUbKOfDnQ1Dh1QwpzKYj59ch7oPANW593qUwBBxKzZt03swh015cmHuq21mUDVU=',@Volksverpetzer Wir erwarten bei den Querlenkern doch jetzt nicht plötzlich Logik oder Konsistenz...,wir erwarten bei den querlenkern doch jetzt nicht plötzlich logik oder konsistenz,we don't expect logic or consistency with the crossbars now
b'gAAAAABkk1RF3g8CJ75K1pFvTZ-N2i_Z3vN8vjw9qqlaKGPcVEC-UJqc1G5xAY-ntY1Zbxt92AnWdSjIgLVmfZECUrQ41BNzjY7WQwptVW6ht_TzQHEYHX4=',@_Quilian Alles läuft besser als bei der Agentur😂🥲,alles läuft besser als bei der agentur,everything works better than at the agency
b'gAAAAABkk1RFtXXwbcj4T3Q7yC0n8MyAIYguCPfXvI-qzMaanAwIw9LZQDXefFGc0f1SVdBDolDzbH73_rnQbUUK2gECB7CCpODxkeSrr3yG8m3CjrRiDts=',@d_kuemmerle Erschreckend die Kommentare.,erschreckend die kommentare,terrifying the commentary
b'gAAAAABkk1RFfTEhv8XO9u41mfPOUTCCjODVbiXffKCW4q5hfqbao3Zqfr0ZXwUrMMLJjzyJc3RJjDWFHlhi71V_SOylen_wKk8bON-B3MQQ2hU-bLAH1g4=',Sooo.... Betriebsratsarbrit für heute erledigt....damit bin ich nun komplett in Urlaubsmodus 😌,sooo betriebsratsarbrit für heute erledigtdamit bin ich nun komplett in urlaubsmodus,Sooo works councilarbrit done for todayI am now completely in holiday mode
b'gAAAAABkk1RFT1HcEtb7rPruqKfMZd2LyhF9M9RB6ph7icvtpwhIXbCDKVuM0OJK_6JeYCgRCkfDJwcFeUW0dogkirYAqmY95X9T2inyWNjL6N2JSMSlkPI=',@rob_heinze Ah ok ich dachte der Unterschied zu den anderen Maoisten wäre dass man nochmal näher zu den Autonomen steht (wie in Dtl) das ist alles so unübersichtlich 🥲 aber Pol pot schon ne Nummer hahaha,ah ok ich dachte der unterschied zu den anderen maoisten wäre dass man nochmal näher zu den autonomen steht wie in dtl das ist alles so unübersichtlich aber pol pot schon ne nummer hahaha,ah ok I thought the difference to the other maoists would be that you're closer to the autonomous ones than in dtl that's all so confusing but pol pot already a number hahaha
b'gAAAAABkk1RFkYiRh9EPCCF36h-B6kjoPVfCjmgv2F0vbX332bCJHmcHsOr1uIj6XjpwC2hTCgeGCyDc9jGMJ4u7itjjSlrNz7vv5syPMuqrQGGAgCYgn3k=',Umzugshelfer (m/w/d) - Lankwitz - Unbefristet\nhttps://t.co/95qg9VxxiM\n#jobBerlin #hrjob #hiring #Logistik #Lagerhelfer #Umzug,umzugshelfer mwd lankwitz unbefristet hrjob hiring logistik lagerhelfer umzug,move helper mwd lankwitz unlimitedhrjob hiring logistics warehouse helper move
b'gAAAAABkk1RFxotEY5MziX1Z4Buj4Fyj_0mwAwIGSDANxt27exDexgDftHI23gTXsVNFhK-5QwgHHGEuyzwwJN4yddWb9joprudZm6GGkOrac2zqj7HTP9Q=',Linke Wirtschaftskompetenz bleibt ein Oxymoron. https://t.co/2ZPqPB1fFE,linke wirtschaftskompetenz bleibt ein oxymoron,left economic competence remains a oxymoron
b'gAAAAABkk1RFmP7yrXXpP0OsAK_U2-1p6grcBzHIC-wzczOlb0NikatH89HEd-bDv7Po8zq_zadO5DG6CXjmPiBrsByTQ11gZQWQM5qFWphPi0-d7U1o11k=',@SpoonTabby Den Muslimen bleibt aber auch nichts erspart...,den muslimen bleibt aber auch nichts erspart,the muslims but also nothing is spared
b'gAAAAABkk1RFMwQvrbSM1AdXFAsM-jFKo6uM0DYs6i4P82V3nbaFmMXv3TMfjeQHu60JF3cNmVw5njp4qeSFzwNNNiA4TXEyR8AiBN4WxE_EW1F_NVjCIMA=',"@nickstefan Hallo Nick, einen schönen Tag 👋☀️🍀 \n🐾♥️🐾Teddy 🧸+ Marie",hallo nick einen schönen tag teddy marie,hi nick a nice day teddy marie
b'gAAAAABkk1RFReC8rt6ZdBWs6JcLYn8tfnI4KqT0FURJ1RSpV_n4DQDuBuim2qlAKG9Mf41SUkymzw_L32a72dzNw4UyCONHzB28p8IniCG1Gz8wYUL4frY=',@wunderlissy FAQ...das wollen sie alle...😇😢,faqdas wollen sie alle,faqdas they all want
b'gAAAAABkk1RFy2TnLqf0rlSAn1iD6G7VD5hlVircA5CJfyw9Je0Q5aaOAO4mj2ks9Bc6WoznFtq7o69XYoczeBLKHnHW8R_FDy5VrqEOleHbF-G-8EpAKn0=',@fraeuleinsophie Moin! Du informierst ja regelmäßig über Angebote bei Aldi. Bist Du so ein Aldi-Fan oder bekommst Du Geld dafür? Ernste Frage.,moin du informierst ja regelmäßig über angebote bei aldi bist du so ein aldifan oder bekommst du geld dafür ernste frage,moin du informieren ja regularly about offers at aldi are you such an aldifan or get money for it serious question
b'gAAAAABkk1RF6CtcgOzj9JgFGyHGi3sbT790JVQiDGLZoGbXVHG3iz-tTdq9wkcTGja-sNZd037Gasdk-h0NSxTQLvs_-HV3r31-nuVU5BpkbTF6XU_Pp3g=',"@Hoellenaufsicht Und wie er schon aggressiv da sitzt…als würde er nach Backenfutter verlangen 🤔..Das sind ekelhafte Männer,die denken,dass man durch aggressives Verhalten weiterkommt.",und wie er schon aggressiv da sitzt…als würde er nach backenfutter verlangen das sind ekelhafte männerdie denkendass man durch aggressives verhalten weiterkommt,and how he's already sitting aggressively there...as if he were asking for baking food these are disgusting men who think you can get on with aggressive behavior
b'gAAAAABkk1RFFlVSJlrEgvhr3Ht0Wabx4Te3bY-6PMj2QqbfQuedVftX1MH1FPxM3iwgMXD4wtjuz1cEzJ2yDg4QCWr6kRXRUpbgJrpG3PmETKcyktn2hi4=',"Letzlich wusste noch nie keiner genau, was #mirsanmir eigentlich bedeutet. Es war immer eine leere Marketing-Floskel #sky90 #kahn #lothar #FCBayern @FCBayern",letzlich wusste noch nie keiner genau was mirsanmir eigentlich bedeutet es war immer eine leere marketingfloskel sky kahn lothar fcbayern,Finally no one knew exactly what mirsanmir actually means it was always an empty marketing floss sky kahn lothar fcbayern
b'gAAAAABkk1RFPo2YgXAVCzCiPwOCiyCC5o9MVV8VFhqrBav52FyIolvx694vIqmEc-k7saGOuN-Y9t17DKIr42Ur8zr0VSB3JQKEU0cq8Dl6ETEsx6UTv54=',"@JohRomberg Ja, ich habe die Klappergrasmücke diese Woche in Kleingärten in Berlin und heute beim Radfahren in Brandenburg gehört 🙂",ja ich habe die klappergrasmücke diese woche in kleingärten in berlin und heute beim radfahren in brandenburg gehört,yes I heard the klappergrass mosquito this week in small gardens in berlin and today cycling in brandenburg
b'gAAAAABkk1RFNQf3FAIrtqpm6RaBDNyhRCMcS6PMkM8V72JT0sHbyD35nrB9bNTrb-SWagURaDEgij-ZWB31A0_Wfi9GdpuigQeOukrJ0QcXU867lhBY608=',"Dabeisein, wenn der frühe Vogel singt https://t.co/XaPuJh1zTs",dabeisein wenn der frühe vogel singt,being there when the early bird sings
b'gAAAAABkk1RFZh2CxfoLkrTYlwPVMmj3xgB2eYWpXc7Tyks_jF1dWynkD2v8fxSGbRpUf55m4wrGqmcyHmFleM_o7LBaTOt7ZmPI80FTT63gKCmst3vCwOs=',"#RB51_ODEG, Zug 62166 fällt am 05.04.2023 ab Brandenburg Hbf (planmäßige Abfahrt: 08:09 Uhr) aus. Informationen zum weiteren Fahrtverlauf...",rbodeg zug fällt am ab brandenburg hbf planmäßige abfahrt uhr aus informationen zum weiteren fahrtverlauf,rbodeg train falls on the starting from brandenburg hbf scheduled departure clock from information on the further journey
b'gAAAAABkk1RFkEtHvnYGCnJcyi5yb54y0n1DDWzt0uZB511MoNAcnAO1WtOxu1K2b4GwmzMh7fzW56crJxShywq8VsjmsROtJ7ZsqNSgL0vtNRmwfW7hIYA=',@RA_Conrad @pawragraphs Und schmeckt echt gut. ^^,und schmeckt echt gut,and tastes really good
b'gAAAAABkk1RFWDvsgCfQ9HbJGX4gfKV1OqHd6pI__a58XVvGiUXSpe1Dbg6vZDtiRUY11J8togaaH7vElOad8_vtV99DITlbqwzjzusYHGQdJeJ5xXu6vvE=',@julia_jusa1 SCHÜTZT den #Reinhardswald!!!!,schützt den reinhardswald,protects the Reinhardswald
b'gAAAAABkk1RFl5w6f_gLX4JF3eSsbZ-x5TnDQVxvXXUJLamP8AOaUigTiwi-3TSrOxexrzYaEIgYqzABRPESawBNkLubJcssIEscP8nMsVRKmSZKcp07GDU=',"@sonntagsblatt Hallo Sonntagsblatt, kann man euren Twitter Account ehrenamtlich betreuen bei solchen Sachen? Ich hätte bisschen öfter etwas geschrieben ☺️😚",hallo sonntagsblatt kann man euren twitter account ehrenamtlich betreuen bei solchen sachen ich hätte bisschen öfter etwas geschrieben,hello Sunday paper you can volunteer your twitter account with such things I would have written something a bit more often
b'gAAAAABkk1RFc217YFPj86YKVqUPSdd2011L4iQXNahamb3zOWmWs2LgEQSuHKuH0qqxJZS91Sz9JJlTGveV0WOdo4HHn_TA0bIJZtltsnA-dK1BP23Acf8=',@bzberlin @BugaMannheim  Ihr habt doch den Schuß nicht gehört! 🤦🏻‍♂️,ihr habt doch den schuß nicht gehört,"you haven't heard the gun, have you?"
b'gAAAAABkk1RFy3sq4_7Fz3uilYLfw_SA57_Q66wS22hrAt4ElvOQNvndXMPQz79MXpJTNmZTayhTCfrhQdWTkqQWRvwDKvSdhEUhiaHOZ9hp-RXHcC0_Rmk=',@BraveNeue Eher so rtl ein Jahr mit poschi,eher so rtl ein jahr mit poschi,more so rtl a year with poschi
b'gAAAAABkk1RFF4SGm9xjgj8PFpTg2SjAvzEtJppIX3L9Ur0AVGkmnWWmGJv-BWm--ravdhlVv3iRspkys257Eyx2dkJX1Pk19W5zeizhAz77umAdrR_yu_w=',@simoneheekeren Ich auch 🤩,ich auch,me too
b'gAAAAABkk1RFW08RDkJfyDPItlvFPk5Pq1cyqvgVBJSROqVGYP5QFV90kt3mwkhOB8UFof7RBIxk2oGlS1mAiEgzIyDgygrUhbTlzv1xnRi--6UtQhE7wo4=',@Echtjetzt5 Und jetzt schämt sie sich 😔,und jetzt schämt sie sich,And now she's ashamed
b'gAAAAABkk1RF75FTeHDrDx9uGtwFE_3zFqzzfHZoGruJ7V3nuLYe0p-YUD5w15HunjFv33lGy9ocRK2vFkaTlYMNiLS37TxNszZhqOMY736ImVbHJd75Jho=',Und die Alte baut sich da ihre eigene Gesetzlegung? Mir ist selten so ein derartiger Fall von Pflichtverletzung im Amt und obendrauf offensichtlichen Rassismus begegnet! 🤮🤮🤮,und die alte baut sich da ihre eigene gesetzlegung mir ist selten so ein derartiger fall von pflichtverletzung im amt und obendrauf offensichtlichen rassismus begegnet,and the old builds itself because its own legislation I have rarely encountered such a case of duty violation in the amt and on top of it obvious racism
b'gAAAAABkk1RFqBmQheJZ2gFGw5gAn61MGT1Oi2jPjXtr82ax-vSCOMVdC3QAKY49-t8CG36JHIsjnANhh39gvGNkt_nW51RRa74UfmpJh8-6AlH7T_V4lN0=',@andivendo @DanielLaufer Diesem ZUERST liegt in Wahrheit ein tiefes Minderwertigkeitsgefuehl zugrunde. ♥,diesem zuerst liegt in wahrheit ein tiefes minderwertigkeitsgefuehl zugrunde,"This first, in truth, is based on a deep sense of inferiority"
b'gAAAAABkk1RFuqVIZPB_cUja3qbDntprV-F7LCnE38gqtIsKZ0xBCDsgOVtr2_xacgXHwDYz7uQlVSay2prv2EcwtvnSWPeQcu4lX9Kd2f2G3B14aAnqY4w=',"@PPinzler @maxmordhorst @fdp (… 2/3) … binnen ca. zwölf Jahren kann man einer Regierungsparteoí - jeweils derselben - dabei zusehen, wie sie den Versuch unternimmt, sich nach Strich und Faden zu zerlegen und sich politisch vollend überflüssig zu machen. Das Wahlvolk scheint‘s zu danken.",… … binnen ca zwölf jahren kann man einer regierungsparteoí jeweils derselben dabei zusehen wie sie den versuch unternimmt sich nach strich und faden zu zerlegen und sich politisch vollend überflüssig zu machen das wahlvolk scheint‘s zu danken,...... within about twelve years you can watch the same government section as they try to break down and make themselves politically completely superfluous. The electorate seems to thank you.
b'gAAAAABkk1RFDmv7G8hBeOECHgVKldpZEedozJNPr7CJk-TsY0hgLdBHuOOe11VWymH77YRYx2Q-n60y83RU65asT0BErGginDEyGmtRNrz3f4b748UB6FM=',"@ralf00652823 @Eddie_1412 Sie hätten im 2. Weltkrieg die Nazis auch ihr ""Geschäft"" zu Ende bringen lassen oder wären vielleicht selber Gauleiter im Generalgouvernemant, was?",sie hätten im weltkrieg die nazis auch ihr geschäft zu ende bringen lassen oder wären vielleicht selber gauleiter im generalgouvernemant was,"they would have had the Nazis bring their business to an end in the world war, or maybe they would have been their own leaders in the general government what"
b'gAAAAABkk1RFfnJlBRjLx0ADWCnMCbXexC8FVDiXPDITPCUQMUK6wmKIW1TglBewE3NNJDtbV1HNEt4PwHy_Yb7AlqkrCgyvNp8XmXOHnnOZqbO7nhj6UMI=',Ticket für Sonntag gekauft. 🥰 https://t.co/bGc3k9pxvm,ticket für sonntag gekauft,ticket for Sunday purchased
b'gAAAAABkk1RGNBlNnoV7x6I-DZVWoWS_kmCRVuvgpdNcx--g3fUgNYzvLimti2tpGenWbpktmDeZ1kw0GVkBj5oQEZ-2OTQD7uITxn-v2jJ3O-6kR8r3G7A=',Samsung #Galaxy #Nexus ab sofort bestellen https://t.co/OcjGX6vd9p,samsung galaxy nexus ab sofort bestellen,order samsung galaxy nexus now
b'gAAAAABkk1RGsIj2e-Oc79MuXDOb0s8ZZMoUClKV5LuNFWlguvMsZS2H8_FCrh3uDH_Ei9vgLz1gTn4KeDy92cIlf498p27S8Zjg-XdTDmDvdtvVm_R8W6A=',Sicherheitskraft in der Baustellenbewachung (m/w/d)\nhttps://t.co/9s4gy1y2aq\n#jobBerlin #hrjob #hiring #Sicherheit #Sicherheit #Baustellenbewachung,sicherheitskraft in der baustellenbewachung mwd hrjob hiring sicherheit sicherheit baustellenbewachung,safety force in building site guarding mwd hrjob hiring safety security building site guarding
b'gAAAAABkk1RGPuO2mfOzQz-7PaBJi_zr5maYlg6Fce35jNNEIhck3iC-OGhUd2hy-uBNEvD0DrFCOtFy8ZCd3tBIcuQGmLDjly-dQ16Mww9cbxeaZlD-A-A=',@carla_hinrichs_ Kann man auch frühstücken kommen und danach wieder zurück zur Arbeit gehen?,kann man auch frühstücken kommen und danach wieder zurück zur arbeit gehen,you can also come for breakfast and then go back to work
b'gAAAAABkk1RGHBMiJaq-GTXF6p_VRLR2r67GvhiGUzEUDXBXiBLwsYh-bgPg2ah3qVYeystc14aYEZvp4AGz0vi-aHKo0tEra9Z8IIjxUCELRNsacjgFgW0=',Kirche: Zahl der Kirchenaustritte sprunghaft gestiegen https://t.co/PnYG1Ap0fi https://t.co/7s2KFUWaQ5,kirche zahl der kirchenaustritte sprunghaft gestiegen,church number of church exits skyrocketed
b'gAAAAABkk1RGmEgqQEOXxMJzYkptCoAt0vsWvNdeHaPQpMuWbyBQ-8Y8cW4sDnouFiweAZMYG62zo35Z85qMwY15Evx62Ww3TzBBS1gOtfgnFCFucFzoq0A=',"@DerFernsehenDe @RikeWaldfee Dazu gibt es FACHermittler. Ich weiß ja, hier ist jeder Virologe, Richter, Fußballtrainer, Polizist und jetzt sogar vom Fach, wenn es um technische Gutachten geht",dazu gibt es fachermittler ich weiß ja hier ist jeder virologe richter fußballtrainer polizist und jetzt sogar vom fach wenn es um technische gutachten geht,there are professionals I know yes here is every virologist judge football coach policeman and now even of the subject when it comes to technical opinions
b'gAAAAABkk1RGsb-UTwwy75ZwOoIyhnaHtfLQwdPCIL7hxEL4aAW2GZeqNdojTnjnGje_ean_ejzpF4W7HxlTNjfxQ2Q1VrMLFXjNYTQZDzxxA-u1dkQINWw=',@MvonMauschwitz @alf_frommer Hat vielleicht dabei im Park auf einer Bank gesessen oder im Bus und wollte den Salat ohne Maske essen. 🤷🏻‍♂️🥗,hat vielleicht dabei im park auf einer bank gesessen oder im bus und wollte den salat ohne maske essen,maybe sitting in the park on a bench or in the bus and wanted to eat the salad without mask
b'gAAAAABkk1RGIenJ__FNPVvX16CK4Y7IACZBIdomBaBSAWnuE_uuTPpufnzVTjaRkuU_O73akPemk_t6FZvdynHL5mAMRT-qhKuYpjWZwfy6ZnH4kzZkC5w=',"@geheimgelehrter FDP, was für ein Drexladen.",fdp was für ein drexladen,fdp what a drexladen
b'gAAAAABkk1RG663uP3FUUYvLAUnEaRVQi6Kysnug2O4HBcyahs4T4x8pkx9bEpBIDIXMEOMMXhMwglb61A3iC8p3BtMN5qV8UYQGkoplnH9T2jspR8LrNVA=',"Wir sind die Letzte Generation, die noch zünftige Pressekonferenzen vor deutschen Atomkraftwerken erleben durfte",wir sind die letzte generation die noch zünftige pressekonferenzen vor deutschen atomkraftwerken erleben durfte,we are the last generation to experience future press conferences in front of German nuclear power plants
b'gAAAAABkk1RGY8rnjO5h2XdgiQqjsYNOb6oFpYngeOGt0PDaaL_gyYLC54cPnH9b7XoyN0r_j7YJ-mg5B9vbbvrlPA4Sh3OirV6ajOHIWIOF3eKGxTpXHQs=',@JoelSpatz Ich kann kein bestimmtes Gericht empfehlen aber hier suche ich mir immer was raus : https://t.co/fAOBXNtpHS\n\nVielleicht wirst du fündig☺️,ich kann kein bestimmtes gericht empfehlen aber hier suche ich mir immer was raus wirst du fündig,I can't recommend a particular dish but here I always find something out you'll find
b'gAAAAABkk1RGycKeK-0Z5YZiP9eMmFlnJaCtCLjdOYvb3AbfPZHWWC-D15drj3Z4MSkcpNN7IG5AMRVkw69b9KoLygxonW791u9hABCWRMOV4nLuvzZKy_Q=',"@Kizito5 Hm, mir gefällt's nicht, aber eins muss man ihm lassen: Er hat sich Mühe gegeben.",hm mir gefällts nicht aber eins muss man ihm lassen er hat sich mühe gegeben,I don't like it but one thing you have to let him he's given himself trouble
b'gAAAAABkk1RG7EEJwgamuju2DoBo14L_TZxY_YEL89FfOZZLNCO-J_bXzNj5Gcr80RoWlJIDqKek5DI6DvnO0PAfUqotDP9DU0X2cnE0nyQH3V09B5yIvus=',Endlich #Wochenende! 🙏🏻 (@ Casa DAG in Berlin) https://t.co/xZNBTya1Wh,endlich wochenende casa dag in berlin,finally weekend casa dag in berlin
b'gAAAAABkk1RGns6p-vYGGDPjiDCQEhCDdXg9yYC1XNspnj_YmpVBSZucw8iHnGplOxulsyGGqUGRKkNc2TjqtXYvHQwtyi0RrFuSqJzv3-cvvKG3-BWQf60=',"#RegioBB #RB21#RB18241 Kein Halte in Wustermark (04:50 Uhr), Elstal (04:40 Uhr). Grund: Störung an einem anderen Zug. Nutzen Sie  RB21 ab Elstal Abf. 5:40 Uhr",regiobb rbrb kein halte in wustermark uhr elstal uhr grund störung an einem anderen zug nutzen sie rb ab elstal abf uhr,regiobb rbrb no stop in wustermark watch elstal watch ground disturbance on another train use you rb from elstal sample watch
b'gAAAAABkk1RG4SXzcBfPn4AO89NVeY533D6DdfCFt-mQSVhRsIoSHfIBGqv3HdOHtu7a_mw_TwODPUWLDAu_BMENtHhFB4B8aN6fDenpZzxkX8z_Stklmco=',"Hach ja, der Bahnhof Thun ist schon schön. 🤪 https://t.co/MNijDVnf55",hach ja der bahnhof thun ist schon schön,hach ja the train station thun is already beautiful
b'gAAAAABkk1RGVV0f8V49gx1FtprcE2scz7lY3CN_-t6OwECy781iVNKjf6nhBEdD5sXvBQ1TRIzwI8_dphw_cKrJkauFoqCdhvA56yJ8uuxcnHYlWnDPvgQ=',"@Donnerwamp1510 @raulde Behinderte können nicht einfach mal spontan reisen, schon gar nicht mit der Bahn. Es sind IMMER 1000 Fragen zu klären. Und dann kommst du und verlangst Demut und Dankbarkeit? Wofür? Hm? Wofür sollen Behinderte dankbar sein?",behinderte können nicht einfach mal spontan reisen schon gar nicht mit der bahn es sind immer fragen zu klären und dann kommst du und verlangst demut und dankbarkeit wofür hm wofür sollen behinderte dankbar sein,disabled people can't just travel spontaneously at all with the train it's always questions to clarify and then you come and demand something and thank you for what you want disabled people to be grateful for
b'gAAAAABkk1RGzzIqjdcJBL7yCARwkH0Ymye6Ze2oSL9zbvR5OkmwH1ZS90K_M9xRxiEmExU4U4JOo28wRGDXYf3Zj-YErObgIuhiHaDFFaRRcDzYs5gf4vI=',@QuarkDDR @Corazon37957770 Danke - macht bitte auch nach dem  1.April weiter 😉\nIhr werdet gebraucht…,danke macht bitte auch nach dem april weiter ihr werdet gebraucht…,thank you please also after the april you will be needed...
b'gAAAAABkk1RGZcY63JXeNI9WWmAzOBgbVfareJAPG8ekgZ-0l1ix8HFhw_QKu1LYbH0SU54UEzxAYB0TIC7ZP1tIlHkkdHA5jsus_n6Gcq53jG7KxsR30H4=',"Sind das die Geschäftsmethoden in 🇪🇺? Danke, dass ihr die Fahrer unterstützt. https://t.co/4lCDPUin87",sind das die geschäftsmethoden in danke dass ihr die fahrer unterstützt,are the business methods in thanks for supporting the drivers
b'gAAAAABkk1RGAd-G0qowrHMtdzHLVBkabfLz1fmEwp_mxCZmjsm5KiArM9KSw_m17FXT29BCb_JcpBhY0auzDt8w_EdMxMxR5kk7SsPqK0H60gQqnWmuibo=',"Wundert das in einem Land, wo auch die gesetzliche Krankenkasse Homöopathie bezahlt? https://t.co/cLnibzfsCl",wundert das in einem land wo auch die gesetzliche krankenkasse homöopathie bezahlt,wonders that in a country where also the statutory health insurance pays homeopathy
b'gAAAAABkk1RGX_W5-nXgPHVGvNGEsDf3H6lStiLLVN_B6-jhmwedIGUciT5THQikzDIGzfRhMnNVtCsWNgzQvZsPo5Jzzby0HB7MNrXH8hDt2texPVYcdSI=',"Bildbeschreibung: Ein Exemplar von ""Ich höre keine Sirenen mehr"" liegt neben einem Exemplar von ""Wir waren wie Brüder"". Daneben liegen einige Blumen",bildbeschreibung ein exemplar von ich höre keine sirenen mehr liegt neben einem exemplar von wir waren wie brüder daneben liegen einige blumen,image description an exemplar of I hear no siren anymore lying next to an exemplar of us were like brothers next to some flowers
b'gAAAAABkk1RGHW7jYRzPT11nnopKVajBVZkvsenD1HZZNZWN3YFex4F0zpiLIfde_bZ4qyXeo-D_RUsAhnkmaaPm1bC_eV8g2eKaxhmIg0_OurgfaHDAu_o=',@TheRagingElk @Schlafschaf123 Der Stein verziert den Plug...,der stein verziert den plug,the stone decorates the plug
b'gAAAAABkk1RGXMlg5TIgoA5xtr5MFc2xsBx_5hoAGyLgTTD3wHdEtcqwaFhTpwBcUoeHZMZ91Yaju3sDR-xaGpeZlQUaaEcp_8TNYxBCqBWAJ4UNZInvyKY=',@macvanavermaet @le__monsieur @luksersers nö warum,nö warum,No why
